zip_file,dbf_file,field_name,field_type,field_length,field_decimals
bd_envipe13_dbf.zip,tmod_vic.dbf,TD_TIPO,C,1,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BPCOD,C,2,0
bd_envipe13_dbf.zip,tmod_vic.dbf,R_SEL,C,2,0
bd_envipe13_dbf.zip,tmod_vic.dbf,RESUL_H,C,1,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BP1_1,C,2,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BP1_2C,C,2,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BP1_3C,C,3,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BP1_4,C,1,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BP1_5,C,1,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BP1_6,C,1,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BP1_7,C,1,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BP1_8,C,1,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BP1_9,C,1,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BP1_10_1,C,1,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BP1_10_2,C,1,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BP1_10_9,C,1,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BP1_11,C,1,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BP1_12_1,C,1,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BP1_12_2,C,1,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BP1_12_3,C,1,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BP1_12_4,C,1,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BP1_12_5,C,1,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BP1_12_9,C,1,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BP1_13,C,1,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BP1_14_1,C,1,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BP1_14_2,C,1,0
bd_envipe13_dbf.zip,tmod_vic.dbf,BP1_14_3,C,1,0
